Person,FuD-ID,Feld,VIAF-Nummer
"Lagrange, Monsieur (Übersetzer)",4086,viaf,
"Lagrenée, Jean-Jacques, gen. le Jeune",1983,viaf,http://viaf.org/viaf/7400711
"Lagrenée, Louis Jean-François, gen. l'Aîné",1984,viaf,http://viaf.org/viaf/47678872
"Lainé, Monsieur",3683,viaf,
"Lair, Pierre-Aimé",5298,viaf,http://viaf.org/viaf/29962611
"Lalande (Siehe: Lefrançois de Lalande, Joseph Jérôme)",3275,viaf,http://viaf.org/viaf/95196947
"Lalanne, Monsieur",6629,viaf,
"Lalive de Jully, Madame",4440,viaf,
"Lally-Tollendal, Gérard de",2980,viaf,http://viaf.org/viaf/122120074
"Lalonde, Monsieur",6111,viaf,
"Lalouche, Madame",6039,viaf,
"Lamardelle, Familie de",5834,viaf,
"Lamardelle, Madame de",5786,viaf,
"Lamardelle, Pierre Suzanne Marie, baron de",4810,viaf,
"Lamartine, Alix de",2920,viaf,http://viaf.org/viaf/22144307
"Lamartine, Alphonse de",4603,viaf,http://viaf.org/viaf/95150108
"Lambla, Mademoiselle",5321,viaf,
"Lambrechts, Charles Joseph Mathieu",1985,viaf,http://viaf.org/viaf/45059554
"Lamennais, Félicité de",3307,viaf,http://viaf.org/viaf/56612324
"Lameth, Alexandre de",6478,viaf,http://viaf.org/viaf/69040219
"Lamiral / L'Amiral, Monsieur (erster Mann der zweiten Frau von Jean-Baptiste Pipelet)",6614,viaf,
"Lammens, Herr (Bibliothekar aus Gent)",4498,viaf,http://viaf.org/viaf/72599797
Lamoignon (Siehe Malesherbes),3487,viaf,
"Lamouroux, Monsieur",4821,viaf,
Lancival (Siehe Luce de Lancival),6630,viaf,http://viaf.org/viaf/34459755
"Landen, Fräulein",5423,viaf,
"Landolphe, Jean-François",3184,viaf,http://viaf.org/viaf/19798891
"Landon, Charles Paul",6102,viaf,
"Landon, Monsieur (Notar)",5512,viaf,
"Laneau, Monsieur (Lehrer)",3691,viaf,
"Langlès, Louis-Mathieu",1986,viaf,http://viaf.org/viaf/32118316
"Langlès, Madame",4561,viaf,
"Langlois, Monsieur",5974,viaf,
"Lanjuinais, Jean-Denis",4358,viaf,http://viaf.org/viaf/4342160211324748920008
"Lanjuinais, Madame",4805,viaf,
"Lanosse / Lanusse, comte (?) de",2368,viaf,
"Lansac, Monsieur de",3430,viaf,
"Lansberg, Madame de",5100,viaf,
"Lansberg, Mathieu",4423,viaf,http://viaf.org/viaf/32348555
"Lantier, Étienne-François de",1987,viaf,http://viaf.org/viaf/73855964
"Lany, Madame de",4411,viaf,
"Laplace de Montiveaux, Monsieur de (Gerichtspräsident in Orléans)",5025,viaf,
"Laplace, Madame de",3560,viaf,
"Laplace, Marie-Charlotte, marquise de",5191,viaf,http://viaf.org/viaf/309678146
"Laplace, Pierre-Simon de",4180,viaf,http://viaf.org/viaf/4932158
"Larche, P. J.",5331,viaf,
"Larcher de Chamont, François, chevalier",4324,viaf,
"Lardin, Jules",6584,viaf,
"Larive, Jean-Marie Mauduit, gen.",6167,viaf,
"Larive, Monsieur (Sohn des Schauspielers)",6168,viaf,
"Larnac, Monsieur",3517,viaf,
"Larrey, Dominique Jean",2930,viaf,http://viaf.org/viaf/24680693
"Larsonneur, Hippolyte (Geiger)",4989,viaf,http://viaf.org/viaf/70153953226105561747
"Las Cases, Emmanuel de",4573,viaf,http://viaf.org/viaf/4980954
"Las Cases, Emmanuel Pons (?) de",6476,viaf,http://viaf.org/viaf/4980954
"Lascours, General Fortuné Reynaud de Bologne de",6428,viaf,
"Lasteyrie du Saillant, marquise, geb. Marie-Antoinette-Virginie de La Fayette",3359,viaf,http://viaf.org/viaf/37070832
Lastheneia von Mantineia,2952,viaf,
"Latapy, Monsieur de",4342,viaf,
"Lathum, Graf von",3910,viaf,
"Latil, Monsieur",3050,viaf,
"Latour de Franqueville, Madame",4532,viaf,
"Laujon, Pierre",2987,viaf,http://viaf.org/viaf/14779178
"Launay, Charles de (Siehe Girardin, Delphine de)",3477,viaf,http://viaf.org/viaf/24601979
"Lauraguais, comte de",3581,viaf,http://viaf.org/viaf/309697997
"Lauraguais, comtesse de",3584,viaf,
"Lauraguais, Mademoiselle de",3582,viaf,
"Laurentie, Pierre-Sébastien",4648,viaf,http://viaf.org/viaf/14864199
"Lauriston, Alexandre-Jacques-Bernard Law, marquis de",3943,viaf,http://viaf.org/viaf/72175678
"Lauriston, colonel de",5766,viaf,
"Lauriston, Madame de",5767,viaf,
"Lautard, Jean-Baptiste",3266,viaf,http://viaf.org/viaf/4932266
"Lautour-Mézeray, Charles",3283,viaf,
"Lavalette, Antoine Marie Chamans, comte de",4386,viaf,http://viaf.org/viaf/37009541
"Lavalette, Antoine Marie Joseph Chamans, comte de",2872,viaf,http://viaf.org/viaf/37009541
"Lavalette, Émilie de, geb. de Beauharnais",2873,viaf,http://viaf.org/viaf/35385269
"Lavalette, Monsieur",5782,viaf,
"Lavallée, Athanase",3833,viaf,
"Lavollée, Monsieur",5955,viaf,
"Laya, Aglaé, in zweiter Ehe Comte",1988,viaf,http://viaf.org/viaf/42152636120120051896
"Laya, Alexandre",2231,viaf,http://viaf.org/viaf/7543772
"Laya, Jean-Louis",1989,viaf,http://viaf.org/viaf/49227876
Le Bailly Monsieur [= eventuell Bailly],4809,viaf,
"Le Breton, Madame",5196,viaf,
"Le Brun de Charmettes, Philippe-Alexandre",2972,viaf,http://viaf.org/viaf/66579199
"Le Chevalier, Monsieur",2454,viaf,
"Le Clerc, Madame",4427,viaf,
Le Comte,2297,viaf,
"Le Comte, Monsieur",4121,viaf,
"Le Fèvre, Denis (Pseudonym: M. Sédin)",4578,viaf,http://viaf.org/viaf/61783237
"Le Hon, comte Charles (belgischer Botschafter in Paris)",5860,viaf,http://viaf.org/viaf/289930220
Le Messager de Nice,6662,viaf,
"Le Nôtre, André",3047,viaf,http://viaf.org/viaf/49234418
"Le Pelletier, Monsieur",4279,viaf,
"Le Prévost d'Iray, Chrétien-Siméon, vicomte",1990,viaf,http://viaf.org/viaf/56612519
"Le Prévost d'Iray, vicomtesse",4296,viaf,
"Le Suin, Monsieur (Arzt in Aachen)",6052,viaf,
"Le Tellier, Charles-Maurice",3320,viaf,http://viaf.org/viaf/9882054
"Le Thieu (?), Monsieur",2446,viaf,
"Le Trône (?) / Letrône, Monsieur",3876,viaf,
"Lebatard, Monsieur (Arzt)",4934,viaf,
"Leblanc, Urbain (Tierarzt)",2675,viaf,http://viaf.org/viaf/198829724
"Leblond, Gaspard Michel, gen. abbé",3862,viaf,http://viaf.org/viaf/52585055
"Lebon de Mottes, Général",5750,viaf,
"Lebras, Auguste",3731,viaf,
"Lebreton, Joachim",4336,viaf,http://viaf.org/viaf/9874390
Lebrun,3635,viaf,
"Lebrun Pindare, eigentl. Ponce-Denis Écouchard-Lebrun",3143,viaf,http://viaf.org/viaf/9857083
"Lebrun, Charles-François, duc de Plaisance",4663,viaf,http://viaf.org/viaf/2490692
"Lebrun, F.",2505,viaf,
"Lebrun, Mademoiselle",5297,viaf,
"Lebrun, Monsieur [= Lebrun-Pindare oder Pigault-Lebrun?]",3980,viaf,http://viaf.org/viaf/68934303
"Lebrun, Monsieur, Directeur des Lycée des étrangers",3520,viaf,
"Lebrun, Pierre",2626,viaf,
"Lebrun, Pierre-Antoine",5008,viaf,http://viaf.org/viaf/9924445
"Leceders, Alwina",5583,viaf,
"Lechal de Kersaint, Claire-Louisa-Rose-Bonne, duchesse de Duras",3324,viaf,http://viaf.org/viaf/207247138
Lecharlier (Verleger in Brüssel),4319,viaf,http://viaf.org/viaf/2471153184543427100004
"Leclerc, Thédore",5456,viaf,http://viaf.org/viaf/29650985
"Ledouté, Monsieur",5962,viaf,
"Leduc, A. (Verleger)",4148,viaf,http://viaf.org/viaf/74118222
"Leduc, Monsieur",5920,viaf,
"Lefaivre (oder Lefèvre ?), Monsieur",4082,viaf,
"Lefaivre, Mademoiselle",5010,viaf,
"Léfèbre, Jacques",5327,viaf,
"Lefebvre de Vatimesnil, Antoine",2884,viaf,http://viaf.org/viaf/2516580
"Lefebvre, François Joseph",2948,viaf,http://viaf.org/viaf/4673155286648287180006
"Lefebvre, Théophile",6362,viaf,http://viaf.org/viaf/71385140
"Lefèvre, Monsieur (Anwalt der CdS)",4079,viaf,
"Lefèvre, Monsieur (Buchhändler)",5368,viaf,
"Lefèvre, Monsieur (Journalist des ""Rédacteur"")",6647,viaf,
"Lefèvre, Robert",3428,viaf,http://viaf.org/viaf/76580341
"Lefrançois de Lalande, Joseph Jérôme",2246,viaf,http://viaf.org/viaf/95196947
"Lefrançois de Lalande, Madame",4426,viaf,
"Legay, Xavier (Hausangestellter)",5443,viaf,
"Legendre, Monsieur (Adrien-Marie?)",6013,viaf,http://viaf.org/viaf/106967132
"Léger, Monsieur (berühmter Schachspieler)",3597,viaf,
"Legouvé, Adélaïde, geb. Sauvan (Ehefrau des Gabriel-Marie)",2280,viaf,
"Legouvé, Gabriel-Marie",1992,viaf,http://viaf.org/viaf/22144686
"Legros, Elisa",4973,viaf,
"Legros, Madame (Mutter von Elisa Legros)",4974,viaf,
"Leibniz, Gottfried Wilhelm",2914,viaf,http://viaf.org/viaf/9849392
"Leickham, Familie",5816,viaf,
"Leickham, Frau",6055,viaf,
"Leickham, Werner",5774,viaf,
"Lelarge, J. Beuzeville, gen.",4333,viaf,
"Lelièvre [?], Monsieur",4182,viaf,
"Lemaire, Charles",4166,viaf,http://viaf.org/viaf/40141579
"Lemaire, Monsieur (Zahnarzt in Paris)",3813,viaf,
"Lemaître, Monsieur (Autor)",3554,viaf,
"Lemaître, Monsieur (CdS' Anwalt in Laon)",5174,viaf,
"Lemazurier, Pierre-David",2774,viaf,http://viaf.org/viaf/44355561
"Lemercier, Népomucène",4806,viaf,http://viaf.org/viaf/2473387
"Lemétayer / Le Métayer, Monsieur",6138,viaf,
"Lemière, Jean-Frédéric-Auguste",3328,viaf,http://viaf.org/viaf/2735857
"Lemière, Madame",5384,viaf,
"Lémontey, Pierre-Édouard",2142,viaf,http://viaf.org/viaf/49257739
"Lenclos, Ninon de",3160,viaf,http://viaf.org/viaf/74648142
"Lenders, Amélie (= Angestellte der Familie Kopp?)",4527,viaf,
"Lenders, Fräulein (von?)",4185,viaf,
"Lenders, Frau (von?)",4257,viaf,
"Lenders, Isabella (""Mademoiselle Lenders"")",4765,viaf,
"Lenglet Du Fresnoy, Nicolas",3312,viaf,http://viaf.org/viaf/100003543
"Lenglet, Juvénal Joseph",2646,viaf,
"Lenné, (Peter Joseph?)",5735,viaf,http://viaf.org/viaf/78145857807823020176
"Lenné, Jean",3224,viaf,
"Lennox-Sussex, Mylady",4378,viaf,
"Lenoir, Alexandre",2766,viaf,http://viaf.org/viaf/54258227
"Lenoir-Laroche / Lenoir de la Roche, Jean-Jacques",4652,viaf,http://viaf.org/viaf/37033432
"Lenormand, Monsieur",6035,viaf,
Léon (Hausangestellter?),5560,viaf,
Leonhard (Hausangestellter),5442,viaf,
"Leopold I., König von Belgien",2516,viaf,http://viaf.org/viaf/17247514
"Lepeintre, Charles Emmanuel",2692,viaf,
"Leroy (de Bacre?), Madame",6022,viaf,
"Leroy de Bacre, Alexandre Joseph",1995,viaf,http://viaf.org/viaf/273152636134320051723
"Leroy de Bacre, Félicie, geb. Dalpayet",3672,viaf,
"Leroy, Alphonse",6144,viaf,http://viaf.org/viaf/47152636061420050540
"Leroy, Hippolyte",4451,viaf,http://viaf.org/viaf/264269080
"Lesage, Alain-René",2808,viaf,http://viaf.org/viaf/29536937
"Lescallier, Daniel, baron",1997,viaf,http://viaf.org/viaf/44408742
"Leschenault de La Tour, Jean Baptiste",1998,viaf,http://viaf.org/viaf/57042804
"Lesguillon, Hermance",3288,viaf,
"Lesguillon, Jean-Pierre",4484,viaf,http://viaf.org/viaf/24735499
"Lesguillon, Jules",4493,viaf,
"Lesourd, Edmond",2745,viaf,
"Lespinasse, Jeanne Julie de",2961,viaf,http://viaf.org/viaf/4932664
"Lessart, Monsieur de",5465,viaf,
"Lesueur, Jean-François",2137,viaf,http://viaf.org/viaf/9945810
"Lesur, Charles Louis",3940,viaf,http://viaf.org/viaf/24698781
"Letellier de Sainteville, Olympe de",3559,viaf,
"Letellier, Mademoiselle (Mieterin der CdS?)",6003,viaf,
"Lethière, Guillaume (Siehe Guillon Lethière)",3484,viaf,http://viaf.org/viaf/14830985
"Levasseur, André-Nicolas, auch Auguste",6542,viaf,http://viaf.org/viaf/41974349
"Levasseur, Madame (Frau von André-Nicolas Levasseur)",6543,viaf,
"Lévêque, Mademoiselle (Schriftstellerin)",6011,viaf,
"Leverd, (Jeanne-)Émilie",1999,viaf,http://viaf.org/viaf/61808963
"Levesque, Pierre-Charles",2352,viaf,http://viaf.org/viaf/87431332
"Lévis, Pierre-Marc-Gaston, duc de",2000,viaf,http://viaf.org/viaf/2495372
"Levrault, Monsieur (Verleger)",5162,viaf,http://viaf.org/viaf/59849370
"Leyen, Freiherr von der",4524,viaf,
"Leyen, Friedrich Heinrich von Friedrich, Freiherr von der (1769-1825)",3569,viaf,http://viaf.org/viaf/80976264
"Leyen, Fritz von der",4584,viaf,
"Leyen, Gustav Heinrich von der (Sohn von Friedrich Heinrich)",3570,viaf,http://viaf.org/viaf/1608154983529967860002
"Leyen, Henriette von der (Frau des 1825 verstorbenen Friedrich Heinrich)",4585,viaf,http://viaf.org/viaf/311456409
"Leyen, Mathilde von der (Ehefrau des Gustav Heinrich)",5907,viaf,
"Leykam, Herr von",5670,viaf,
"Liadières, Pierre-Chaumont",6139,viaf,http://viaf.org/viaf/34609582
"Lichnowsky, Fürst von",5729,viaf,
"Lichtenstein, Martin Hinrich",3109,viaf,http://viaf.org/viaf/66680249
"Lichtschlag, Herr (Onkel von Herrn Hermens aus Grevenbroich)",5060,viaf,
"Ligne, Eugène Ier François Charles Lamoral, prince de",6207,viaf,http://viaf.org/viaf/49477555
"Lignitz, Dr. von",5694,viaf,
"Limbert, Herr (Arzt)",4914,viaf,
"Lindé, Robert",4025,viaf,
"Lindgens, Herr",6503,viaf,
"Linguet, Simon-Nicolas-Henri",3576,viaf,http://viaf.org/viaf/7393445
"Lisbonne, Monsieur (Porzellanmaler)",4966,viaf,
"Liszt, Fräulein (Sängerin aus Stuttgart)",6318,viaf,
"Livron, Madame",5362,viaf,
"Locke, John",2964,viaf,http://viaf.org/viaf/34459614
"Lockroy, Edouard, eigentlich Edouard Simon",6288,viaf,http://viaf.org/viaf/7499787
"Lockroy, eigentlich Joseph-Philippe Simon",6261,viaf,http://viaf.org/viaf/67307043
"Locquenghien, Élise von",4486,viaf,
"Locquenghien, Familie von",5514,viaf,
"Locquenghien, Fräulein von",4129,viaf,
"Locquenghien, Frau von",5558,viaf,
"Locquenghien, Herr von",5710,viaf,
"Locquenghien, Jacob Moritz von",2934,viaf,
"Locquenghien, Joséphine von, verh. de Witt",5709,viaf,
"Locquenghien, Judith Anna Maria von, geb. von Dorth",2183,viaf,
"Locquenghien, Leonore von",5523,viaf,
"Locquenghien, M. A. von [Tochter von Judith Anna Maria]",2742,viaf,
"Locquenghien, Odile von",5566,viaf,
"Locquenghien, Walburga von",6054,viaf,
"Loë, Frau von",5522,viaf,
"Loë, Herr von",5420,viaf,
"Loë, Therese von",3233,viaf,
"Löwe, Herr (deutscher Wissenschaftler)",6240,viaf,
"Löwenhielm, Carl Axel",6457,viaf,http://viaf.org/viaf/26970463
"Löwenhielm, Jacquette Gräfin",3556,viaf,
"Löwenich, Caroline von",6592,viaf,
"Löwenich, Frau von",5493,viaf,
"Löwenstein, Maria Prinzessin zu",5705,viaf,
"Loison, Aimée-Anne-Marguerite-Henriette, comtesse de, geb. Prous (Schwester von Henry Prous)",4625,viaf,
"Loison, Joseph-Jacques",5138,viaf,
"Loison, Louis Henri, comte de (Schwager von Prous)",4587,viaf,http://viaf.org/viaf/71504277
"Lombard de Langres, Vincent",2947,viaf,http://viaf.org/viaf/41894390
"Loménie de Brienne, Etienne-Charles de",3612,viaf,http://viaf.org/viaf/14840263
"Lommessem, Frau von",4340,viaf,
"Lommessem, Johann Wilhelm von",2838,viaf,
"London, Dr. (englischer Arzt)",6327,viaf,
"Lorent, Monsieur (Restaurator aus Gent)",4720,viaf,
"Lorin, Théodore",4475,viaf,
"Lormier (?), Monsieur (Dramatiker)",2283,viaf,
"Lottum, Baron von",4526,viaf,
"Louis IX, gen. Saint Louis",3156,viaf,http://viaf.org/viaf/89182909
"Louis XI, König von Frankreich",3212,viaf,http://viaf.org/viaf/262252890
"Louis XII, König von Frankreich",3012,viaf,http://viaf.org/viaf/88890786
"Louis XIV, König von Frankreich",2464,viaf,http://viaf.org/viaf/268675767
"Louis XV, König von Frankreich",2843,viaf,
"Louis XVI, König von Frankreich",3019,viaf,http://viaf.org/viaf/212882453
"Louis XVIII, König von Frankreich",2577,viaf,http://viaf.org/viaf/84035484
"Louis, Madame, geb. Morano",5311,viaf,
"Louis, Monsieur (Arzt)",5436,viaf,
"Louise d'Orléans, Königin von Belgien",2479,viaf,http://viaf.org/viaf/8315444
Louison (Hausangestellte von CdS in Paris),5985,viaf,
"Louis-Philippe Ier, König der Franzosen",3421,viaf,http://viaf.org/viaf/55392984
"Lourdoueix, Honoré de",2713,viaf,http://viaf.org/viaf/59233562
"Louvel, Louis Pierre",2798,viaf,http://viaf.org/viaf/27287655
"Louvetier, Monsieur",6037,viaf,
"Lowe, Sir Hudson",6033,viaf,http://viaf.org/viaf/24780261
"Loyarts, Madame",5864,viaf,
"Loyau de Lacy, E. d'Amboise, gen. Jonas",3392,viaf,
"Loyson, Charles",2665,viaf,http://viaf.org/viaf/44293963
"Loyvet, Anna",6360,viaf,
"Luce (de Lancival?), Monsieur",5645,viaf,
"Luce de Lancival, Jean-Charles-Julien",2245,viaf,http://viaf.org/viaf/34459755
"Luck, Frau von",4864,viaf,
"Lucotte, Monsieur (Polizeikommissar)",4357,viaf,
"Lucretius Carus, Titus",2673,viaf,http://viaf.org/viaf/106388020
"Ludwig I. von Baden, Großherzog",3606,viaf,http://viaf.org/viaf/30472249
"Ludwig I., König von Bayern",2497,viaf,http://viaf.org/viaf/89288532
"Lückenhof, Prof. [J. C.] (aus Münster)",6204,viaf,http://viaf.org/viaf/17995961
"Lüdemann, Frau von",5812,viaf,http://viaf.org/viaf/304864979
"Lüder, Alwina",6593,viaf,
"Lüder, Angelika, verh. von Münchhausen",4389,viaf,
"Lüder, Frau (Tochter von Frau von Löwenich)",4374,viaf,
"Lüder, Frau (von?)",5845,viaf,
"Lützeler, Monsieur",5989,viaf,
"Luigny, général de",3817,viaf,
"Luigny, Madame de",3815,viaf,
"Luigny, Monsieur de",5699,viaf,
"Lully, Jean-Baptiste",3175,viaf,http://viaf.org/viaf/13099537
"Luna Folliero, Cecilia de",5391,viaf,http://viaf.org/viaf/45132805
"Luneau de Boisjermain, Pierre-Joseph-François",3409,viaf,http://viaf.org/viaf/9897034
"Luther, Martin",3397,viaf,http://viaf.org/viaf/69669474
"Luxburg, Gräfin von",6246,viaf,
"Macartney, George, 1st Earl Macartney",3859,viaf,http://viaf.org/viaf/7399408
"Macdonal(d), Mademoiselle",5178,viaf,
"Macdonald, Etienne, duc de Tarente, maréchal",4874,viaf,http://viaf.org/viaf/39620204
"Mackau, Ange René Armand, baron de",6497,viaf,http://viaf.org/viaf/32045009
"Mackenzie, Henry",2957,viaf,http://viaf.org/viaf/12354244
"Madier de Montjau, Joseph-Paulin",3035,viaf,http://viaf.org/viaf/66898384
"Madrolle, [Antoine]",5549,viaf,http://viaf.org/viaf/44288859
"Magendie, François",6184,viaf,http://viaf.org/viaf/2473817
"Magnitot, Mademoiselle Le Rat de",6063,viaf,
"Magnitot, Monsieur (Librettist)",5968,viaf,
"Maguier/Maguien, Monsieur (Partner von Pugnet)",5982,viaf,
"Mahmud II., Sultan des Osmanischen Reiches",3037,viaf,http://viaf.org/viaf/35392079
"Mahul, [Alphonse]",4671,viaf,http://viaf.org/viaf/71525135
"Maillard, Mademoiselle",3860,viaf,
"Maintenon, Françoise d'Aubigné, marquise de",2607,viaf,http://viaf.org/viaf/95293754
"Maison, Eugène, vicomte (Sohn des Nicolas Joseph)",3162,viaf,
"Maison, Familie",3529,viaf,http://viaf.org/viaf/169849109
"Maison, général, später maréchal Nicolas Joseph",4494,viaf,http://viaf.org/viaf/49532186
"Maison, Joseph, vicomte (Sohn des Nicolas Joseph)",2857,viaf,http://viaf.org/viaf/49532186
"Maison, Joséphine (Tochter des Nicolas Joseph, +1828/1829)",3374,viaf,
"Maison, Madame",4920,viaf,
"Maison, Madeleine, geb. Weydold (Ehefrau des Nicolas Joseph)",2100,viaf,
"Maison, Mademoiselle",4396,viaf,
"Maison, marquis de",4943,viaf,
"Maison, Monsieur",4925,viaf,
"Maison, Monsieur (Bruder des Nicolas Joseph)",4939,viaf,
"Maison, Monsieur (Sohn des Nicolas Joseph)",4354,viaf,
"Maison, vicomtesse (Schwiegertochter der Maisons)",3614,viaf,
"Maistre, Joseph de",3343,viaf,http://viaf.org/viaf/46764421
"Maistre, Xavier de",2650,viaf,http://viaf.org/viaf/29612438
Majois (Mutter),5375,viaf,
"Malebranche, Nicolas",2913,viaf,http://viaf.org/viaf/66545180
"Malepeyre, Léopold",3420,viaf,http://viaf.org/viaf/27174975
"Malesherbes, Chrétien-Guillaume de Lamoignon de",2826,viaf,http://viaf.org/viaf/73870973
"Maleszewski, comtesse de",2330,viaf,
"Maleszewski, Piotr",2184,viaf,http://viaf.org/viaf/1583152636065820050386
"Malet, général Claude-François",4963,viaf,http://viaf.org/viaf/76584515
"Malinesote, Mademoiselle",5854,viaf,
"Mallerault, Monsieur",5291,viaf,
"Mallinkrodt, Frau von",3772,viaf,
"Mallinkrodt, Herr von",5848,viaf,
"Malo, Charles",2215,viaf,http://viaf.org/viaf/71407610
"Malouet, Louis Antoine Victor",3551,viaf,
"Malpeyre / Malpeire, Monsieur (de?)",5340,viaf,
"Malte-Brun, Conrad",2003,viaf,http://viaf.org/viaf/34500878
"Maltitz, [Gotthilf August?] Freiherr von",2821,viaf,
"Malzan, Gräfin von",5728,viaf,
"Mancat/Mancut (?), Madame (Sängerin)",6665,viaf,
"Manfrey, Monsieur (Pianist)",5038,viaf,
"Mangianelli, Monsieur (? italienischer Mathematiker)",6463,viaf,
"Mangourit du Champ-Duguet, Michel-Ange",2186,viaf,http://viaf.org/viaf/7427881
"Mangourit, Louise de",4008,viaf,
"Manné, Doktor (italienischer Arzt, Gelehrter, Reisender)",5265,viaf,
"Manson, Marie-Françoise-Clarisse Enjalran",2707,viaf,http://viaf.org/viaf/34698740
"Mante, Mademoiselle (Schauspielerin)",4604,viaf,
"Manuel, Jacques-Antoine",2993,viaf,http://viaf.org/viaf/20111188
"Maradan, Monsieur (Verleger)",4165,viaf,
"Marat, Jean Paul",3001,viaf,http://viaf.org/viaf/19680982
"Marc Aurel, oder Marcus Aurelius, römischer Kaiser",2393,viaf,http://viaf.org/viaf/102895066
"Marcassus de Puymaurin, Jean-Pierre",3379,viaf,http://viaf.org/viaf/66745274
"Marcellus, Marie-Louis Auguste de Martin du Tyrac, comte de",5548,viaf,http://viaf.org/viaf/64060909
"Marchand, Louis Joseph",2785,viaf,http://viaf.org/viaf/194337423
"Marchand, Monsieur (Künstler und Vizepräsident der Société des Beaux-arts)",6634,viaf,
"Marchangy, Louis Antoine François Émilien (Ehekandidat 1812 für Minette)",5343,viaf,http://viaf.org/viaf/2585311
"Maréchal, Monsieur",5625,viaf,
"Maréchal, Sylvain",3021,viaf,http://viaf.org/viaf/46764568
"Mareschal, Louis-Auguste",2754,viaf,http://viaf.org/viaf/231326270
"Maret, Hugues-Bernard, duc de Bassano",4675,viaf,http://viaf.org/viaf/56723166
"Maria Josepha von Sachsen, Königin von Spanien",3039,viaf,http://viaf.org/viaf/462152636144820052083
"Maria Theresia, Kaiserin von Österreich",2506,viaf,http://viaf.org/viaf/59876481
Marianne (Kammerzofe),4164,viaf,
Marie (Schauspielerin),4598,viaf,
"Marie-Amélie, duchesse d'Orléans, später Königin der Franzosen, geb. princesse de Bourbon-Siciles",3461,viaf,http://viaf.org/viaf/19949828
"Marie-Louise von Österreich, Kaiserin der Franzosen, 2. Ehefrau von Napoléon I. Bonaparte",2306,viaf,http://viaf.org/viaf/77108191
"Marie-Thérèse de France, duchesse d'Angoulême, später dauphine de France",3065,viaf,http://viaf.org/viaf/34393130
"Marinier, Monsieur (Journalist oder Redakteur des ""Mercure"")",5696,viaf,
Marion (Hausangestellte),5591,viaf,
"Marler (?), Herr  (Hausangestellter in Dyck)",4023,viaf,
"Marmontel, Jean-François",2004,viaf,http://viaf.org/viaf/7393886
"Marnier, Monsieur (Frankfurt)",3953,viaf,
"Maroto, General Rafael",6332,viaf,
"Marrast, Armand",2202,viaf,http://viaf.org/viaf/51786830
"Marreau, Fanni",5235,viaf,
"Marron, Madame",4172,viaf,
"Marron, Paul-Henri",4209,viaf,http://viaf.org/viaf/61680213
"Mars, Mademoiselle, eigentlich Anne-Françoise-Hippolyte Boutet",3695,viaf,http://viaf.org/viaf/41858195
"Marsollier de Vivetières, Benoît-Joseph",5638,viaf,http://viaf.org/viaf/36921726
"Martignac, Jean-Baptiste Gay, vicomte de",6161,viaf,http://viaf.org/viaf/2687397
"Martigny (oder Martini?), Madame (italienische Gymnastiklehrerin)",6545,viaf,
"Martin, Aimé (eventuell gleich Aimé-Martin?)",4071,viaf,
"Martin, Auguste",2609,viaf,http://viaf.org/viaf/96134524
"Martin, Louis-Aimé (Siehe Aimé-Martin)",3490,viaf,http://viaf.org/viaf/7819440
"Martin, Monsieur (Anwalt Vrignels in Orléans)",4699,viaf,
"Martineau, Harriet",6067,viaf,http://viaf.org/viaf/14785544
"Martinet, Madame",5110,viaf,
"Martínez de la Rosa, Francisco",6236,viaf,http://viaf.org/viaf/14811738
"Martinez Marina, Francisco",3239,viaf,
"Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf",2005,viaf,http://viaf.org/viaf/19866122
"Martini, Madame (?)",5237,viaf,
"Martini, Monsieur (Sohn des Komponisten)",6628,viaf,
"Martinville / Martinvillé (?), Monsieur",6155,viaf,
"Mascarille, marquis de",5244,viaf,
"Mascheroni, Lorenzo",3939,viaf,http://viaf.org/viaf/41843784
"Masler, Herr (Siehe Mosler)",6639,viaf,
"Massart, Monsieur de",5792,viaf,
"Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829)",2424,viaf,
"Massenbach, Herr von",4704,viaf,
"Massias, Baron Nicolas",6456,viaf,http://viaf.org/viaf/2617069
"Massieu, Jean",3091,viaf,http://viaf.org/viaf/27053249
"Masson, Mademoiselle (Schriftstellerin)",4228,viaf,
"Masson, Victor",6635,viaf,http://viaf.org/viaf/85855305
Materne (Gärtner),5577,viaf,
"Matès (oder Matthies?), Fräulein",5418,viaf,
"Matès (oder Matthies?), Frau",5417,viaf,
"Mathey / Mathez, Mademoiselle",5269,viaf,
"Mathieu de la Drôme, Antoine Philippe Mathieu, gen.",6518,viaf,http://viaf.org/viaf/308152636164020052289
"Mathieu, Madame",5393,viaf,
"Mathis, Frau",3685,viaf,
"Mathis, Herr",4018,viaf,
"Mathon de Fogères, Henri-Napoléon",2148,viaf,
"Mathon de Fogères, Madame (geb. Boucharlat)",3689,viaf,
"Mathon de la Cour, Charles Joseph",4272,viaf,http://viaf.org/viaf/9893972
"Mathon de la Cour, Madame",2350,viaf,http://viaf.org/viaf/47105991
"Matthies(?), Frau",4346,viaf,
"Maugirard, Victorine",2136,viaf,http://viaf.org/viaf/302425727
"Maupertuis, Pierre Louis Moreau de",3165,viaf,http://viaf.org/viaf/95152459
