Person,FuD-ID,Feld,URN
"Mathey / Mathez, Mademoiselle",5269,gnd,
"Mathieu de la Drôme, Antoine Philippe Mathieu, gen.",6518,gnd,http://d-nb.info/gnd/115898913X
"Mathieu, Madame",5393,gnd,
"Mathis, Frau",3685,gnd,
"Mathis, Herr",4018,gnd,
"Mathon de Fogères, Henri-Napoléon",2148,gnd,
"Mathon de Fogères, Madame (geb. Boucharlat)",3689,gnd,
"Mathon de la Cour, Charles Joseph",4272,gnd,http://d-nb.info/gnd/100821782
"Mathon de la Cour, Madame",2350,gnd,http://d-nb.info/gnd/100305016
"Matthies(?), Frau",4346,gnd,
"Maugirard, Victorine",2136,gnd,http://d-nb.info/gnd/100612865
"Maupertuis, Pierre Louis Moreau de",3165,gnd,http://d-nb.info/gnd/118731998
"Maurice, Charles",4653,gnd,http://d-nb.info/gnd/104142960
"Maurice, Christian",5284,gnd,
"Maurieu, Justin",4512,gnd,
"Maurin, (Antoine oder Nicolas-Eustache ?, Lihograph)",6552,gnd,http://d-nb.info/gnd/124346464
"Maury, Jean-Sifrein, Kardinal",2006,gnd,http://d-nb.info/gnd/116857978
"Maution, Monsieur de",4074,gnd,
"Mauvein, Justin",2484,gnd,
"Maximilian I. Joseph, König von Bayern",2568,gnd,http://d-nb.info/gnd/118579428
"Mayer, Herr (Buchhändler in Aachen)",5870,gnd,
"Mazères, Edouard",5300,gnd,http://d-nb.info/gnd/115694978
"Mazois, Jenny-Malvina, geb. Pineux-Duval (Tochter des Alexandre Duval)",2566,gnd,
"Méchin, Alexandre-Edme, baron",6671,gnd,http://d-nb.info/gnd/10408216X
"Méchin, Edmond",3773,gnd,
"Méchin, Lucien",3781,gnd,
"Méchin, Madame",5573,gnd,
"Mecklenburg-Strelitz, Georg Großherzog von",6637,gnd,http://d-nb.info/gnd/119242265
"Mecklenburg-Strelitz, Karl Herzog von (Bruder der Therese von Thurn und Taxis)",3183,gnd,
"Meer, Madame de",5813,gnd,
"Meer, Mademoiselle de",5815,gnd,
"Méhul, Etienne-Nicolas",3152,gnd,http://d-nb.info/gnd/118782843
"Méhul, Monsieur (Sohn des Komponisten)",5299,gnd,
"Mélingue, Étienne",3791,gnd,http://d-nb.info/gnd/1132258529
"Mély-Janin, Jean-Marie Janin, genannt",4638,gnd,http://d-nb.info/gnd/12239433X
"Ménageot, François-Guillaume",2320,gnd,http://d-nb.info/gnd/117560928
"Ménard, Madame",3585,gnd,
"Ménard, Mademoiselle (Pauline?), verh. Granger",5911,gnd,
"Ménard, Monsieur (Notar in Paris?)",3925,gnd,
"Méneval, Claude François de",2008,gnd,http://d-nb.info/gnd/116881445
"Menge, Dr. (Lehrer am Gymnasium zu Aachen)",6214,gnd,
"Mengelbier, Ida, (verh. Dahmen?)",2009,gnd,
"Mennechet, Édouard",6471,gnd,http://d-nb.info/gnd/100208614
"Menselli, Madame",3799,gnd,
"Menselli, Monsieur",3798,gnd,
"Mentelle, Edme",2010,gnd,http://d-nb.info/gnd/100208878
"Mentelle, Léone, geb. Vincent",2239,gnd,
"Mentelle, Madame (zweite Frau des Edme Mentelle, geb. de La Noue)",4412,gnd,
"Mentelle, Virginie",2616,gnd,
"Menuret de Chambaud, Jean Joseph",2554,gnd,http://d-nb.info/gnd/128403225
"Mequignon, Monsieur (Buchhändler, ältester Sohn, Antoine Marie Denis?)",5357,gnd,
"Mérande, Madame de",3491,gnd,
"Mérande, Monsieur de",2282,gnd,
"Mercier, Louis-Sébastien",2011,gnd,http://d-nb.info/gnd/118581007
"Mercoeur, Élisa",5592,gnd,http://d-nb.info/gnd/11901906X
Mercure Français,3506,gnd,http://d-nb.info/gnd/4169450-8
"Méreaux, Jean-Nicolas Lefroid de",5042,gnd,http://d-nb.info/gnd/122074262
"Méricourt, Elise de",5482,gnd,
"Méricourt, Françoise de",2333,gnd,
"Merle, Pierre Hugues Victoire, baron de l'Empire",2012,gnd,http://d-nb.info/gnd/1062678060
"Merlin, Antoine, genannt: Merlin der Thionville",5997,gnd,http://d-nb.info/gnd/1055267778
"Merlin, Madame (Tochter des Gohier)",6147,gnd,
"Merlin, Philippe Antoine, gen. Merlin de Douai",2013,gnd,http://d-nb.info/gnd/11944495X
"Merville, eigentl. Pierre-François Camus",4686,gnd,http://d-nb.info/gnd/10432161X
"Méry, Joseph",6163,gnd,http://d-nb.info/gnd/115559337
"Metastasio, Pietro",2990,gnd,http://d-nb.info/gnd/118733141
"Metaxa, Marini",4035,gnd,
"Metternich, Fräulein von",5421,gnd,
"Metternich, Klemens Wenzel Lothar Graf von, später Fürst von",3092,gnd,http://d-nb.info/gnd/13832820X
"Metz, Monsieur",4391,gnd,
"Meunier, Monsieur",6076,gnd,
"Meyendorf, Frau von",4859,gnd,
"Meyer, Herr (Buchhändler in Aachen)",6025,gnd,
"Michael I., König von Portugal",3058,gnd,http://d-nb.info/gnd/118783866
"Michaud, Joseph-François",3706,gnd,http://d-nb.info/gnd/117033081
"Michaud, Louis-Gabriel",5904,gnd,http://d-nb.info/gnd/117570788
"Michaux, Clovis",6136,gnd,
"Michel, Gaspard (Siehe Leblond)",3483,gnd,http://d-nb.info/gnd/170023125
"Michel, Monsieur",4461,gnd,
"Michels/Micheltz (?), Mathias",4316,gnd,http://d-nb.info/gnd/1067432957
"Miger, Simon Charles",3894,gnd,http://d-nb.info/gnd/102826773
"Mignet, François-Auguste",3089,gnd,http://d-nb.info/gnd/117029602
"Mignotte, Monsieur",5411,gnd,
"Milcaut, Monsieur (Hausmeister Paris?)",6045,gnd,
"Milger, Herr (Hausangestellter)",4014,gnd,
"Millevoye, Charles",2500,gnd,http://d-nb.info/gnd/104273887
"Millin de Grandmaison, Aubin-Louis",2015,gnd,http://d-nb.info/gnd/117044237
"Milton, John",3380,gnd,http://d-nb.info/gnd/130129895
Minucius Felix,2988,gnd,http://d-nb.info/gnd/118734121
"Miollis, Sextius Alexandre François de",2883,gnd,http://d-nb.info/gnd/13279313X
"Mirault, Madame",5181,gnd,
"Mirault, Mademoiselle (Tochter)",5490,gnd,
"Mirault, Monsieur (Chirurg)",4052,gnd,
"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)",2248,gnd,http://d-nb.info/gnd/1055576428
"Mirbach, Frau von",5431,gnd,
"Mirbach, Herr von",5069,gnd,
"Mirbach, Sophie von",5432,gnd,
"Mitaine, Monsieur",5803,gnd,
"Mittié, Jean Stanislas",5642,gnd,http://d-nb.info/gnd/100214851
"Mittié, P.S. fils",3519,gnd,
Mme P.,6679,gnd,
"Mösgen / Mösger, Herr (Hausangestellter auf Dyck - Stall oder Jagd?)",4910,gnd,
"Molé, comtesse, née Caroline de La Briche",4437,gnd,
"Molé, Mathieu, comte",4436,gnd,http://d-nb.info/gnd/119095041
"Molènes, (Paul?) de",5700,gnd,http://d-nb.info/gnd/139298762
"Molière, eigentl. Jean-Baptiste Poquelin",2658,gnd,http://d-nb.info/gnd/11858331X
"Molinais / Malinois (?), Monsieur de",5570,gnd,
"Mollet, [E.?] Professor (aus Amsterdam)",6217,gnd,
"Mollevaut, Charles Louis",2175,gnd,http://d-nb.info/gnd/117587362
"Molleville, marquise de",4218,gnd,
"Monaco, Florestan I., Fürst von",5486,gnd,http://d-nb.info/gnd/1190336596
"Moncey, Bon-Adrien Jeannot de",6125,gnd,http://d-nb.info/gnd/117125741
"Monge(s), Madame",4230,gnd,
"Monge, Gaspard, comte de Péluse",2016,gnd,http://d-nb.info/gnd/118784544
"Monge, Madame, comtesse de Péluse",3112,gnd,
"Mongez, Angélique",3217,gnd,http://d-nb.info/gnd/1089781776
"Mongez, Antoine",2846,gnd,http://d-nb.info/gnd/117125962
"Monglave, Eugène de",2686,gnd,http://d-nb.info/gnd/117126411
"Monlon, Monsieur",6661,gnd,
"Monroe, James",2778,gnd,http://d-nb.info/gnd/118784595
"Monsel, Mademoiselle (Sängerin)",5397,gnd,
"Monsigny, Pierre-Alexandre",4281,gnd,http://d-nb.info/gnd/100552641
"Montaigne, Michel de",4976,gnd,http://d-nb.info/gnd/118583573
"Montalivet, Camille Bachasson, comte de",6257,gnd,http://d-nb.info/gnd/117133507
"Montalivet, comtesse de",3853,gnd,
"Montalivet, Jean-Pierre Bachasson, comte de",2570,gnd,http://d-nb.info/gnd/117133493
"Montanclos, Marie-Emilie de",3660,gnd,http://d-nb.info/gnd/100380492
"Montarond, baron de (Richter in Tours)",5247,gnd,
"Montblin, Madame de",5152,gnd,
"Montbreton, Jacques Marquet de, baron de Norvins",2781,gnd,http://d-nb.info/gnd/11705805X
"Montbut, Monsieur de",4488,gnd,
"Montebello, colonel de",5659,gnd,
"Montebello, général de",4880,gnd,
"Montebello, Louise de Guéhéneuc, duchesse de,  verh. Lannes",4508,gnd,
"Montebello, Mademoiselle de",4575,gnd,
"Montémont, Albert",3253,gnd,http://d-nb.info/gnd/100526888
"Montespan, Françoise-Athénaïs de Rochechouart de Mortemart, marquise de",2606,gnd,http://d-nb.info/gnd/118583662
"Montesquieu, Charles Louis de Secondat, baron de La Brède et de",3573,gnd,http://d-nb.info/gnd/118583670
"Montesquieu, comte de",5034,gnd,
"Montesquiou, Madame de",4452,gnd,
"Montesquiou-Fezensac, Anatole de",4274,gnd,http://d-nb.info/gnd/118583689
"Montesquiou-Fezensac, Monsieur de",4034,gnd,http://d-nb.info/gnd/118583689
"Montferrand, Monsieur de",4666,gnd,
"Montgaillard, Guillaume-Honoré Rocques de",3434,gnd,http://d-nb.info/gnd/104056517
"Montgaillard, Jean-Gabriel-Maurice Rocques, comte de",4981,gnd,http://d-nb.info/gnd/104056541
"Montgeroult, Madame de (Tante der comtesse d'Hautpoul)",5355,gnd,
"Montgolfier, Monsieur de",5633,gnd,
"Montholon, comtesse de",4511,gnd,http://d-nb.info/gnd/128450061
"Montholon, Monsieur de",4580,gnd,
"Monti, Monsieur de",5524,gnd,
"Monti, Vincenzo",6664,gnd,http://d-nb.info/gnd/118784668
"Montigny, Caroline de",4811,gnd,http://d-nb.info/gnd/117134201
"Montigny, Emma de",5499,gnd,
"Montizeau(x), siehe: Pipelet de Montizeaux",6607,gnd,
"Montlevon, comtesse de",3838,gnd,
"Montlosier, François Dominique de Reynaud, comte de",5223,gnd,http://d-nb.info/gnd/104275561
"Montmorency, Anne Charles François (?) duc de",6272,gnd,http://d-nb.info/gnd/1089916604
"Montmorency-Laval, Anne-Adrien-Pierre, duc de",3232,gnd,
"Montmorency-Laval, Mathieu de",3102,gnd,http://d-nb.info/gnd/104256060
"Montpoint, abbé de",4387,gnd,
"Montyon, Jean-Baptiste de",4684,gnd,http://d-nb.info/gnd/117601063
"Monvel, Jacques Marie Boutet de (Siehe Boutet)",6638,gnd,http://d-nb.info/gnd/120844141
"Monville, Monsieur de",4574,gnd,
"Moquin-Tandon, Horace Alfred",2018,gnd,http://d-nb.info/gnd/122557301
"Morant, Madame de",4131,gnd,
"Morant, Monsieur de",3866,gnd,
"Moraux d'Omatre, Madame, geb. Georgeon",5089,gnd,
"Moraux d'Omatre, Monsieur",5090,gnd,
"Moreau de Jonnès, Alexandre",4156,gnd,http://d-nb.info/gnd/100311989
"Moreau de Saint Méry, Mérédic Louis Élie",5332,gnd,http://d-nb.info/gnd/100312055
"Moreau, César",2218,gnd,http://d-nb.info/gnd/117601403
"Moreau, Elisa",3828,gnd,
"Moreau, Elisabeth",3289,gnd,http://d-nb.info/gnd/1166767116
"Moreau, Jean-Michel, gen. Moreau le Jeune",4946,gnd,http://d-nb.info/gnd/118784803
"Moreau, Madame",5595,gnd,
"Moreau, Monsieur",4103,gnd,
"Moreau-Rosier, Monsieur (Verleger)",6199,gnd,
"Morel, Monsieur (aus Hyères)",3998,gnd,
"Morell, général baron de",3805,gnd,
"Morellet, André, gen. l'abbé Morellet",4114,gnd,http://d-nb.info/gnd/118882317
"Morgan, Lady Sydney, geb. Sydney Owenson",2894,gnd,http://d-nb.info/gnd/118641166
"Morgan, sir Charles",3690,gnd,http://d-nb.info/gnd/121807185
"Mornay, marquis de",3068,gnd,
"Mortier, [Hector], comte",6375,gnd,
"Mortier, Adolphe Édouard Casimir Joseph, duc de Trévise",3830,gnd,http://d-nb.info/gnd/116935227
"Morzé (?), Monsieur",5589,gnd,
"Mosler / Masler, Herr",4045,gnd,
"Mosti, Graf von",5538,gnd,
"Moyria, vicomte Gabriel de",2582,gnd,
"Mozand, Ehepaar",3880,gnd,
"Mozart, Wolfgang Amadeus",3173,gnd,http://d-nb.info/gnd/118584596
"Mühlenfels, Major von",5849,gnd,
"Mülinen, Bernhard von",5076,gnd,http://d-nb.info/gnd/137684371
"Mülinen, Gräfin von",5077,gnd,
"Müller, Gebrüder",4793,gnd,
"Münchhausen, Georg Karl Wilhelm Freiherr von",4375,gnd,http://d-nb.info/gnd/1131391381
"Murat, maréchal Joachim, Großherzog von Berg und Kleve",3247,gnd,http://d-nb.info/gnd/118746928
"Murat, Prince Achille",4965,gnd,http://d-nb.info/gnd/121072274
"Murchison, Roderick",2236,gnd,http://d-nb.info/gnd/119297345
"Mure, Dr. Benedetto",6330,gnd,
"Muronalli (?), Monsieur",3729,gnd,
"Murray, Lady Augusta",2853,gnd,http://d-nb.info/gnd/1216899630
"Murrey, Monsieur Gaillard de",3589,gnd,
"Murville, Pierre-Nicolas André, gen. de",3063,gnd,http://d-nb.info/gnd/115636153
"Musard, Philippe",3291,gnd,http://d-nb.info/gnd/1146172486
"Musset, Alfred de",6176,gnd,http://d-nb.info/gnd/118585940
"Naderman, François-Joseph",5036,gnd,http://d-nb.info/gnd/135959292
"Naeder (?), Monsieur de",5701,gnd,
"Naigeon, Céleste",2092,gnd,
"Naigeon, Jacques-André",2021,gnd,http://d-nb.info/gnd/117547123
"Naigeon, Jean Claude",2908,gnd,http://d-nb.info/gnd/122431634
"Naigeon, Jean Guillaume Elzidor (gestorben an der Cholera, 1832)",2688,gnd,
"Naigeon, Mademoiselle",3093,gnd,
"Naigeon, Monsieur",4667,gnd,
"Naigeon, Monsieur (""der Ältere"")",4286,gnd,
"Naigeon, Monsieur (jüngerer Bruder)",4007,gnd,
"Naigeon, Monsieur (Sohn von J. G. Elzidor, Maler)",5182,gnd,
"Nansouty, comtesse de, geb. Jeanne Françoise Adélaïde Gravier de Vergennes",6100,gnd,
"Nansouty, Etienne Champion comte de",6112,gnd,http://d-nb.info/gnd/1112149260
"Nanteuil, C. de",3507,gnd,http://d-nb.info/gnd/11878563X
"Napoléon Ier Bonaparte, Kaiser der Franzosen",2133,gnd,http://d-nb.info/gnd/118586408
"Napoléon III, Louis Napoléon Bonaparte, Kaiser der Franzosen",5752,gnd,http://d-nb.info/gnd/118586416
"Nassau, Fürst von (unklar welcher)",6641,gnd,
"Nassau, Gräfin von",2676,gnd,
"Nassau, Wilhelm I., Großherzog von",5817,gnd,http://d-nb.info/gnd/119312700
"Nassau-Weilburg, Adolph von, Herzog von Nassau, später Großherzog von Luxemburg",3100,gnd,
"Nau de Champlouis, Madame",5938,gnd,
"Naudet, Monsieur",4382,gnd,
"Neapel-Sizilien, Maria Amalia von",3067,gnd,
"Neapel-Sizilien, Maria Christina von",2881,gnd,http://d-nb.info/gnd/118890980
"Necker de Saussure, Adrienne Albertine",5087,gnd,http://d-nb.info/gnd/104081147
"Necker, Anne-Louise Germaine (Siehe Staël-Holstein)",3488,gnd,http://d-nb.info/gnd/118616617
"Necker, Jacques",3776,gnd,http://d-nb.info/gnd/11878580X
"Nees von Esenbeck, Theodor Friedrich Ludwig",2107,gnd,http://d-nb.info/gnd/116905530
"Nellessen, Carl von",5146,gnd,http://d-nb.info/gnd/1141267411
"Nellessen, Frau von, geb. Kelleter",4371,gnd,
"Nellessen-Kelleter, Carl",2856,gnd,
"Nemours, Louis d'Orléans, duc de",5310,gnd,http://d-nb.info/gnd/142902284
"Nemours, Viktoria von Sachsen-Coburg-Koháry, Herzogin von",6475,gnd,http://d-nb.info/gnd/1047827182
"Nero Claudius Caesar Augustinus Germanicus, römischer Kaiser",3115,gnd,http://d-nb.info/gnd/118586998
Nerus (Gartengehilfe auf Schloss Dyck),5623,gnd,
"Nesselrode, General von",4020,gnd,http://d-nb.info/gnd/138043477
"Nesselrode, Graf von",4019,gnd,
"Neufchâteau, Nicolas François de",2022,gnd,http://d-nb.info/gnd/119353539
"Neumann, Monsieur (Gärtner in Paris)",4909,gnd,
"Neuwied, Fürst von",5114,gnd,http://d-nb.info/gnd/100265995
"Ney, maréchal Michel",3902,gnd,http://d-nb.info/gnd/118734725
"Niaudet, Monsieur",4766,gnd,http://d-nb.info/gnd/1055359664
"Niboyet, Eugénie, geb. Mouchon",2023,gnd,http://d-nb.info/gnd/1026392993
"Nicolaï, Scipion, marquis de",4619,gnd,
"Nicole, Ehepaar",5033,gnd,
"Nicole, Monsieur",4012,gnd,
"Nicolet, Jean-Baptiste",6604,gnd,http://d-nb.info/gnd/1186100885
"Nicolle, Dominique-Charles, abbé",3066,gnd,http://d-nb.info/gnd/117584444
"Nicolo, Madame (Witwe)",4825,gnd,
"Niemcewicz, Julian Ursyn",2507,gnd,http://d-nb.info/gnd/118734814
"Niese, Professor",5818,gnd,
"Nieslay/ Niellay (?), Monsieur de",5607,gnd,
"Nikolaus I., Zar von Russland",2523,gnd,http://d-nb.info/gnd/118588079
"Noailles, [Charles?] de, duc de Poix",6556,gnd,
"Noailles, Familie von",6132,gnd,http://d-nb.info/gnd/119454491
"Noailles, Monsieur de",4205,gnd,
"Nodier, Charles",4555,gnd,http://d-nb.info/gnd/118735594
"Nöggerath, Johann Jacob",3242,gnd,http://d-nb.info/gnd/100228003
"Noël, Alexandre Jean",2192,gnd,
"Noël, François-Joseph-Michel",4145,gnd,http://d-nb.info/gnd/100228046
"Noidans, Familie von",4703,gnd,
"Noisette, Monsieur",5961,gnd,
"Nompère de Champagny, Jean-Baptiste, duc de Cadore",2132,gnd,http://d-nb.info/gnd/116487690
"Normann, Herr von",5205,gnd,
"Northumberland, Herzog von",5533,gnd,
"Nostitz, Frau von (Schwester einer Frau von Hatzfeldt)",4871,gnd,
"Nostradamus, eigentl. Michel de Nostredame",6023,gnd,http://d-nb.info/gnd/11858880X
"Nota, Alberto",6251,gnd,http://d-nb.info/gnd/117587672
"Nothomp, Herr",2463,gnd,
"Novakowsky, Camille de, geb. Chomereau",2115,gnd,
"Novakowsky, Monsieur de",5466,gnd,
"Novakowsky, Victorine de (Tochter)",5488,gnd,
"Novakowsky, Victorine de, geb. Chomereau",2093,gnd,
"Nowakowsky, Madame de",5827,gnd,
"Oberndorf, Fräulein von",5161,gnd,
Odile (Gesellschafterin der CdS?),5559,gnd,
Odile (Prous ?),3643,gnd,
Odile (von Laach?),5541,gnd,
"Odoards, Antoine Étienne Nicolas Fantin des",4063,gnd,http://d-nb.info/gnd/123505127
"O'Donnel, Madame",5388,gnd,
"O'Donnell, General Don Enrique",4479,gnd,
"Oeppen, Herr",2428,gnd,
"Oerthling, Monsieur",3889,gnd,
"Österreich, Johann Erzherzog von",5745,gnd,http://d-nb.info/gnd/118557750
"Österreich, Maria Elisabeth von Savoyen-Carignan, Erzherzogin von, Vizekönigin von Lombardo-Venetien",6549,gnd,http://d-nb.info/gnd/139009221
"Österreich, Rainer von Habsburg-Lothringen, Erzherzog von, Vizekönig von Lombardo-Venetien",6548,gnd,http://d-nb.info/gnd/114450998X
"Österreich-Teschen, Karl Erzherzog von",2969,gnd,http://d-nb.info/gnd/130253723
"Oger, Madame (Witwe Lemerrier)",4159,gnd,
"Olbers, Heinrich Wilhelm",2024,gnd,http://d-nb.info/gnd/11858975X
"Olfers, Ignaz von",4933,gnd,http://d-nb.info/gnd/11712110X
"Olivier, Madame",4183,gnd,
"Olivier, Monsieur",4268,gnd,
"Olózaga, Salustiano",6514,gnd,http://d-nb.info/gnd/1021102504
"Olympe, Mademoiselle",4485,gnd,
Onkel der Azélie de Francq,5585,gnd,
"Opie, Amelia",6066,gnd,http://d-nb.info/gnd/122254821
"Oppenheim, Herr (von)",3770,gnd,
"Oranien-Nassau, Marianne von, Prinzessin von Preußen",2264,gnd,http://d-nb.info/gnd/119276135
"Oranien-Nassau, Wilhelm Friedrich Karl Prinz von",2467,gnd,http://d-nb.info/gnd/128794437
"Orbigny, Monsieur d'",5760,gnd,
"Orfila, Anne Gabrielle",3229,gnd,
"Orioli, Francesco",6414,gnd,http://d-nb.info/gnd/117145211
"Orléans, Antoine d', duc de Montpensier",6181,gnd,http://d-nb.info/gnd/100311334
"Orléans, Bathilde d', duchesse de Bourbon",3086,gnd,http://d-nb.info/gnd/1044121742
"Orléans, Familie von",5747,gnd,http://d-nb.info/gnd/118819585
"Orléans, Ferdinand Philippe d' (auch duc de Chartres)",2938,gnd,http://d-nb.info/gnd/119177447
"Orléans, Helene zu Mecklenburg-Schwerin, Herzogin von",6215,gnd,http://d-nb.info/gnd/138622973
"Orléans, Louis d' (Siehe Nemours)",3485,gnd,http://d-nb.info/gnd/142902284
"Orléans, Louise d' (Siehe Louise d'Orléans, Königin von Belgien)",3486,gnd,http://d-nb.info/gnd/12423464X
"Orléans, Marie-Amélie, duchesse d' (Siehe Marie-Amélie)",3462,gnd,http://d-nb.info/gnd/11878191X
"Orléans, Philippe d', comte de Paris",6270,gnd,http://d-nb.info/gnd/104073780
"Orléans, Prinzessin Clémentine d', später Prinzessin von Sachsen-Coburg",6472,gnd,http://d-nb.info/gnd/11927549X
"Orloff, Grégoire, comte de",3185,gnd,
"Oskar Kronprinz von Schweden und Norwegen, später König Oskar I.",2495,gnd,http://d-nb.info/gnd/101840926
Ossian,5652,gnd,
"Ostrowska, Comtesse de",4748,gnd,
"Ostrowski, Antoni Graf",6389,gnd,http://d-nb.info/gnd/121439828
"O'Sullivan, Daniel",3191,gnd,
"Ottenfels, Freiherr von",3103,gnd,
"Oudinot, général Nicolas Charles Victor, duc de Reggio",5506,gnd,http://d-nb.info/gnd/117190780
"Oudot, Familie",5794,gnd,
"Oudot, Monsieur",6187,gnd,
"Oultremont, Émile d'",6209,gnd,http://d-nb.info/gnd/1147225214
"Ourry, [E.T. Maurice]",4770,gnd,http://d-nb.info/gnd/117190896
"Outhwaite, Madame",5452,gnd,
"Ouvrard, Gabriel-Julien",6541,gnd,http://d-nb.info/gnd/119125862
"Ovid, eigentl. Publius Ovidius Naso",2943,gnd,http://d-nb.info/gnd/118590995
"Owen, Robert",6216,gnd,
"Ozanne, Monsieur (Referendar des Sceau des titres)",6094,gnd,
"Pacault, Désirée",2150,gnd,
"Pacheco (?), Madame (spanische Musikerin)",6544,gnd,
"Packenius, Herr (Staatsanwalt)",4343,gnd,
"Paër, Ferdinando",2558,gnd,http://d-nb.info/gnd/100001718
"Páez, José Antonio",3336,gnd,http://d-nb.info/gnd/104774421X
"Paganel, Camille",2124,gnd,http://d-nb.info/gnd/101452454
"Paganel, Madame G., geb. von Senfft-Pilsach",4128,gnd,
"Paganini, Niccolò",2733,gnd,http://d-nb.info/gnd/118591177
"Paillet, Alphonse Gabriel Victor (Rechtsanwalt)",2080,gnd,http://d-nb.info/gnd/1050570405
"Paillet, Julien, gen. Paillet de Plombières (Schriftsteller)",3278,gnd,http://d-nb.info/gnd/1052798632
"Paillet, Monsieur",5347,gnd,
"Paillet, Monsieur (Sohn)",5386,gnd,
"Paillet, Monsieur (Vater)",5385,gnd,
"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)",2262,gnd,http://d-nb.info/gnd/121286169
"Pailliet, Monsieur",5685,gnd,
"Paimans, Herr (Kaufmann)",5543,gnd,
"Pair, Monsieur",3740,gnd,
"Pajol, général Pierre Claude",5806,gnd,http://d-nb.info/gnd/116018100
"Pajou, Augustin",2025,gnd,http://d-nb.info/gnd/120123304
"Palisot de Beauvois, Ambroise Marie François Joseph",3084,gnd,http://d-nb.info/gnd/11768001X
"Pallady, Prinzessin",6430,gnd,
"Pallandt, Madame de",5137,gnd,
"Pallard, Monsieur",5510,gnd,
"Pallas, professeur",5020,gnd,
"Pallavicini, Marchese",5900,gnd,
"Palmerston, Henry John Temple, 3. Viscount",6359,gnd,http://d-nb.info/gnd/118739069
"Panam, Pauline, eigentl. Henriette Adélaïde",2529,gnd,http://d-nb.info/gnd/141669063
"Pancemont, Antoine Xavier Mayneaud",2892,gnd,http://d-nb.info/gnd/1089222343
"Panckoucke, Charles-Louis-Fleury",3923,gnd,http://d-nb.info/gnd/117684392
"Panckoucke, Madame E.",2937,gnd,http://d-nb.info/gnd/1052880967
"Panneton, Ehepaar",4743,gnd,
"Pannwitz, Leutnant (von)",5631,gnd,
"Papineau, Louis-Joseph",6325,gnd,http://d-nb.info/gnd/122423704
"Papion du Château, Pierre Nicolas, baron",5378,gnd,http://d-nb.info/gnd/130297135
"Pappenheim, Herr von",4890,gnd,
"Pardessus, Jean-Marie",3043,gnd,http://d-nb.info/gnd/115847545
"Parfait, Mademoiselle",5234,gnd,
"Parfait, Monsieur",6301,gnd,
"Parisot, Monsieur",5023,gnd,
"Parny, Évariste de",4297,gnd,http://d-nb.info/gnd/120618559
"Parry, James",5133,gnd,http://d-nb.info/gnd/1020599960
"Parseval-Grandmaison, François- Auguste",3699,gnd,http://d-nb.info/gnd/100283535
"Pascal, Blaise",2361,gnd,http://d-nb.info/gnd/118591843
"Pascallet, Monsieur (M.E.?)",5571,gnd,
"Pasquier, Étienne-Denis, duc de",3032,gnd,http://d-nb.info/gnd/12789375X
"Pasquier, Monsieur (Etienne-Denis?)",4188,gnd,http://d-nb.info/gnd/101921721
