Person,FuD-ID,Feld,URN
"Lafont, Charles Philippe",2944,gnd,http://d-nb.info/gnd/1017050457
"Lafont, Madame [Ehefrau des Charles Philippe]",3069,gnd,
"Lafontaine, Auguste",2951,gnd,http://d-nb.info/gnd/118725947
"Lagand, Monsieur",5676,gnd,
"Lagorsse, Colonel",6185,gnd,
"Lagrange, Madame",4284,gnd,
"Lagrange, Monsieur (Übersetzer)",4086,gnd,
"Lagrenée, Jean-Jacques, gen. le Jeune",1983,gnd,http://d-nb.info/gnd/174235224
"Lagrenée, Louis Jean-François, gen. l'Aîné",1984,gnd,http://d-nb.info/gnd/123809517
"Lainé, Monsieur",3683,gnd,
"Lair, Pierre-Aimé",5298,gnd,http://d-nb.info/gnd/104166770
"Lalande (Siehe: Lefrançois de Lalande, Joseph Jérôme)",3275,gnd,http://d-nb.info/gnd/104234059
"Lalanne, Monsieur",6629,gnd,
"Lalive de Jully, Madame",4440,gnd,
"Lally-Tollendal, Gérard de",2980,gnd,http://d-nb.info/gnd/104197773
"Lalonde, Monsieur",6111,gnd,
"Lalouche, Madame",6039,gnd,
"Lamardelle, Familie de",5834,gnd,
"Lamardelle, Madame de",5786,gnd,
"Lamardelle, Pierre Suzanne Marie, baron de",4810,gnd,
"Lamartine, Alix de",2920,gnd,http://d-nb.info/gnd/136386857
"Lamartine, Alphonse de",4603,gnd,http://d-nb.info/gnd/118726056
"Lambla, Mademoiselle",5321,gnd,
"Lambrechts, Charles Joseph Mathieu",1985,gnd,http://d-nb.info/gnd/116653175
"Lamennais, Félicité de",3307,gnd,http://d-nb.info/gnd/118568930
"Lameth, Alexandre de",6478,gnd,http://d-nb.info/gnd/116653515
"Lamiral / L'Amiral, Monsieur (erster Mann der zweiten Frau von Jean-Baptiste Pipelet)",6614,gnd,
"Lammens, Herr (Bibliothekar aus Gent)",4498,gnd,http://d-nb.info/gnd/134015266
Lamoignon (Siehe Malesherbes),3487,gnd,
"Lamouroux, Monsieur",4821,gnd,
Lancival (Siehe Luce de Lancival),6630,gnd,http://d-nb.info/gnd/100298990
"Landen, Fräulein",5423,gnd,
"Landolphe, Jean-François",3184,gnd,http://d-nb.info/gnd/1044188820
"Landon, Charles Paul",6102,gnd,http://d-nb.info/gnd/12420404X
"Landon, Monsieur (Notar)",5512,gnd,
"Laneau, Monsieur (Lehrer)",3691,gnd,
"Langlès, Louis-Mathieu",1986,gnd,http://d-nb.info/gnd/116725087
"Langlès, Madame",4561,gnd,
"Langlois, Monsieur",5974,gnd,
"Lanjuinais, Jean-Denis",4358,gnd,http://d-nb.info/gnd/116729767
"Lanjuinais, Madame",4805,gnd,
"Lanosse / Lanusse, comte (?) de",2368,gnd,
"Lansac, Monsieur de",3430,gnd,
"Lansberg, Madame de",5100,gnd,
"Lansberg, Mathieu",4423,gnd,http://d-nb.info/gnd/1025698487
"Lantier, Étienne-François de",1987,gnd,http://d-nb.info/gnd/124441866
"Lany, Madame de",4411,gnd,
"Laplace de Montiveaux, Monsieur de (Gerichtspräsident in Orléans)",5025,gnd,
"Laplace, Madame de",3560,gnd,
"Laplace, Marie-Charlotte, marquise de",5191,gnd,http://d-nb.info/gnd/1055269223
"Laplace, Pierre-Simon de",4180,gnd,http://d-nb.info/gnd/118726536
"Larche, P. J.",5331,gnd,
"Larcher de Chamont, François, chevalier",4324,gnd,
"Lardin, Jules",6584,gnd,
"Larive, Jean-Marie Mauduit, gen.",6167,gnd,
"Larive, Monsieur (Sohn des Schauspielers)",6168,gnd,
"Larnac, Monsieur",3517,gnd,
"Larrey, Dominique Jean",2930,gnd,http://d-nb.info/gnd/119352885
"Larsonneur, Hippolyte (Geiger)",4989,gnd,http://d-nb.info/gnd/1168924464
"Las Cases, Emmanuel de",4573,gnd,http://d-nb.info/gnd/119135558
"Las Cases, Emmanuel Pons (?) de",6476,gnd,http://d-nb.info/gnd/119135558
"Lascours, General Fortuné Reynaud de Bologne de",6428,gnd,
"Lasteyrie du Saillant, marquise, geb. Marie-Antoinette-Virginie de La Fayette",3359,gnd,http://d-nb.info/gnd/124825648
Lastheneia von Mantineia,2952,gnd,
"Latapy, Monsieur de",4342,gnd,
"Lathum, Graf von",3910,gnd,
"Latil, Monsieur",3050,gnd,
"Latour de Franqueville, Madame",4532,gnd,
"Laujon, Pierre",2987,gnd,http://d-nb.info/gnd/123643171
"Launay, Charles de (Siehe Girardin, Delphine de)",3477,gnd,http://d-nb.info/gnd/100796303
"Lauraguais, comte de",3581,gnd,http://d-nb.info/gnd/1055533141
"Lauraguais, comtesse de",3584,gnd,
"Lauraguais, Mademoiselle de",3582,gnd,
"Laurentie, Pierre-Sébastien",4648,gnd,http://d-nb.info/gnd/100183417
"Lauriston, Alexandre-Jacques-Bernard Law, marquis de",3943,gnd,http://d-nb.info/gnd/117607266
"Lauriston, colonel de",5766,gnd,
"Lauriston, Madame de",5767,gnd,
"Lautard, Jean-Baptiste",3266,gnd,http://d-nb.info/gnd/1067648534
"Lautour-Mézeray, Charles",3283,gnd,
"Lavalette, Antoine Marie Chamans, comte de",4386,gnd,http://d-nb.info/gnd/119001063
"Lavalette, Antoine Marie Joseph Chamans, comte de",2872,gnd,http://d-nb.info/gnd/119001063
"Lavalette, Émilie de, geb. de Beauharnais",2873,gnd,http://d-nb.info/gnd/124279600
"Lavalette, Monsieur",5782,gnd,
"Lavallée, Athanase",3833,gnd,
"Lavollée, Monsieur",5955,gnd,
"Laya, Aglaé, in zweiter Ehe Comte",1988,gnd,http://d-nb.info/gnd/1157468330
"Laya, Alexandre",2231,gnd,http://d-nb.info/gnd/116847174
"Laya, Jean-Louis",1989,gnd,http://d-nb.info/gnd/116847182
Le Bailly Monsieur [= eventuell Bailly],4809,gnd,
"Le Breton, Madame",5196,gnd,
"Le Brun de Charmettes, Philippe-Alexandre",2972,gnd,http://d-nb.info/gnd/172224853
"Le Chevalier, Monsieur",2454,gnd,
"Le Clerc, Madame",4427,gnd,
Le Comte,2297,gnd,
"Le Comte, Monsieur",4121,gnd,
"Le Fèvre, Denis (Pseudonym: M. Sédin)",4578,gnd,http://d-nb.info/gnd/115349952
"Le Hon, comte Charles (belgischer Botschafter in Paris)",5860,gnd,http://d-nb.info/gnd/1215135718
Le Messager de Nice,6662,gnd,
"Le Nôtre, André",3047,gnd,http://d-nb.info/gnd/118640410
"Le Pelletier, Monsieur",4279,gnd,
"Le Prévost d'Iray, Chrétien-Siméon, vicomte",1990,gnd,http://d-nb.info/gnd/117640433
"Le Prévost d'Iray, vicomtesse",4296,gnd,
"Le Suin, Monsieur (Arzt in Aachen)",6052,gnd,
"Le Tellier, Charles-Maurice",3320,gnd,http://d-nb.info/gnd/104336609
"Le Thieu (?), Monsieur",2446,gnd,
"Le Trône (?) / Letrône, Monsieur",3876,gnd,
"Lebatard, Monsieur (Arzt)",4934,gnd,
"Leblanc, Urbain (Tierarzt)",2675,gnd,http://d-nb.info/gnd/1049546725
"Leblond, Gaspard Michel, gen. abbé",3862,gnd,http://d-nb.info/gnd/122979176
"Lebon de Mottes, Général",5750,gnd,
"Lebras, Auguste",3731,gnd,
"Lebreton, Joachim",4336,gnd,http://d-nb.info/gnd/117613010
Lebrun,3635,gnd,
"Lebrun Pindare, eigentl. Ponce-Denis Écouchard-Lebrun",3143,gnd,http://d-nb.info/gnd/116859539
"Lebrun, Charles-François, duc de Plaisance",4663,gnd,http://d-nb.info/gnd/116850299
"Lebrun, F.",2505,gnd,
"Lebrun, Mademoiselle",5297,gnd,
"Lebrun, Monsieur [= Lebrun-Pindare oder Pigault-Lebrun?]",3980,gnd,http://d-nb.info/gnd/113677472
"Lebrun, Monsieur, Directeur des Lycée des étrangers",3520,gnd,
"Lebrun, Pierre",2626,gnd,
"Lebrun, Pierre-Antoine",5008,gnd,http://d-nb.info/gnd/100511570
"Leceders, Alwina",5583,gnd,
"Lechal de Kersaint, Claire-Louisa-Rose-Bonne, duchesse de Duras",3324,gnd,http://d-nb.info/gnd/119543338
Lecharlier (Verleger in Brüssel),4319,gnd,http://d-nb.info/gnd/1162642041
"Leclerc, Thédore",5456,gnd,http://d-nb.info/gnd/11872696X
"Ledouté, Monsieur",5962,gnd,
"Leduc, A. (Verleger)",4148,gnd,http://d-nb.info/gnd/143211331
"Leduc, Monsieur",5920,gnd,
"Lefaivre (oder Lefèvre ?), Monsieur",4082,gnd,
"Lefaivre, Mademoiselle",5010,gnd,
"Léfèbre, Jacques",5327,gnd,
"Lefebvre de Vatimesnil, Antoine",2884,gnd,http://d-nb.info/gnd/117355844
"Lefebvre, François Joseph",2948,gnd,http://d-nb.info/gnd/1180318544
"Lefebvre, Théophile",6362,gnd,http://d-nb.info/gnd/1055204156
"Lefèvre, Monsieur (Anwalt der CdS)",4079,gnd,
"Lefèvre, Monsieur (Buchhändler)",5368,gnd,
"Lefèvre, Monsieur (Journalist des ""Rédacteur"")",6647,gnd,
"Lefèvre, Robert",3428,gnd,http://d-nb.info/gnd/117614815
"Lefrançois de Lalande, Joseph Jérôme",2246,gnd,http://d-nb.info/gnd/104234059
"Lefrançois de Lalande, Madame",4426,gnd,
"Legay, Xavier (Hausangestellter)",5443,gnd,
"Legendre, Monsieur (Adrien-Marie?)",6013,gnd,http://d-nb.info/gnd/118779249
"Léger, Monsieur (berühmter Schachspieler)",3597,gnd,
"Legouvé, Adélaïde, geb. Sauvan (Ehefrau des Gabriel-Marie)",2280,gnd,
"Legouvé, Gabriel-Marie",1992,gnd,http://d-nb.info/gnd/100506178
"Legros, Elisa",4973,gnd,
"Legros, Madame (Mutter von Elisa Legros)",4974,gnd,
"Leibniz, Gottfried Wilhelm",2914,gnd,http://d-nb.info/gnd/118571249
"Leickham, Familie",5816,gnd,
"Leickham, Frau",6055,gnd,
"Leickham, Werner",5774,gnd,
"Lelarge, J. Beuzeville, gen.",4333,gnd,
"Lelièvre [?], Monsieur",4182,gnd,
"Lemaire, Charles",4166,gnd,http://d-nb.info/gnd/116890878
"Lemaire, Monsieur (Zahnarzt in Paris)",3813,gnd,
"Lemaître, Monsieur (Autor)",3554,gnd,
"Lemaître, Monsieur (CdS' Anwalt in Laon)",5174,gnd,
"Lemazurier, Pierre-David",2774,gnd,http://d-nb.info/gnd/1055222332
"Lemercier, Népomucène",4806,gnd,http://d-nb.info/gnd/116896299
"Lemétayer / Le Métayer, Monsieur",6138,gnd,
"Lemière, Jean-Frédéric-Auguste",3328,gnd,http://d-nb.info/gnd/120697912
"Lemière, Madame",5384,gnd,
"Lémontey, Pierre-Édouard",2142,gnd,http://d-nb.info/gnd/115628037
"Lenclos, Ninon de",3160,gnd,http://d-nb.info/gnd/118727389
"Lenders, Amélie (= Angestellte der Familie Kopp?)",4527,gnd,
"Lenders, Fräulein (von?)",4185,gnd,
"Lenders, Frau (von?)",4257,gnd,
"Lenders, Isabella (""Mademoiselle Lenders"")",4765,gnd,
"Lenglet Du Fresnoy, Nicolas",3312,gnd,http://d-nb.info/gnd/118907026
"Lenglet, Juvénal Joseph",2646,gnd,
"Lenné, (Peter Joseph?)",5735,gnd,http://d-nb.info/gnd/118571559
"Lenné, Jean",3224,gnd,
"Lennox-Sussex, Mylady",4378,gnd,
"Lenoir, Alexandre",2766,gnd,http://d-nb.info/gnd/116909080
"Lenoir-Laroche / Lenoir de la Roche, Jean-Jacques",4652,gnd,http://d-nb.info/gnd/108921667X
"Lenormand, Monsieur",6035,gnd,
Léon (Hausangestellter?),5560,gnd,
Leonhard (Hausangestellter),5442,gnd,
"Leopold I., König von Belgien",2516,gnd,http://d-nb.info/gnd/118571842
"Lepeintre, Charles Emmanuel",2692,gnd,
"Leroy (de Bacre?), Madame",6022,gnd,
"Leroy de Bacre, Alexandre Joseph",1995,gnd,http://d-nb.info/gnd/1157583768
"Leroy de Bacre, Félicie, geb. Dalpayet",3672,gnd,
"Leroy, Alphonse",6144,gnd,http://d-nb.info/gnd/1157620612
"Leroy, Hippolyte",4451,gnd,http://d-nb.info/gnd/142488720
"Lesage, Alain-René",2808,gnd,http://d-nb.info/gnd/118572032
"Lescallier, Daniel, baron",1997,gnd,http://d-nb.info/gnd/131965077
"Leschenault de La Tour, Jean Baptiste",1998,gnd,http://d-nb.info/gnd/104138289
"Lesguillon, Hermance",3288,gnd,
"Lesguillon, Jean-Pierre",4484,gnd,http://d-nb.info/gnd/100509266
"Lesguillon, Jules",4493,gnd,
"Lesourd, Edmond",2745,gnd,
"Lespinasse, Jeanne Julie de",2961,gnd,http://d-nb.info/gnd/118572083
"Lessart, Monsieur de",5465,gnd,
"Lesueur, Jean-François",2137,gnd,http://d-nb.info/gnd/118572148
"Lesur, Charles Louis",3940,gnd,http://d-nb.info/gnd/120643642
"Letellier de Sainteville, Olympe de",3559,gnd,
"Letellier, Mademoiselle (Mieterin der CdS?)",6003,gnd,
"Lethière, Guillaume (Siehe Guillon Lethière)",3484,gnd,http://d-nb.info/gnd/121500918
"Levasseur, André-Nicolas, auch Auguste",6542,gnd,http://d-nb.info/gnd/122400143
"Levasseur, Madame (Frau von André-Nicolas Levasseur)",6543,gnd,
"Lévêque, Mademoiselle (Schriftstellerin)",6011,gnd,
"Leverd, (Jeanne-)Émilie",1999,gnd,http://d-nb.info/gnd/116961295
"Levesque, Pierre-Charles",2352,gnd,http://d-nb.info/gnd/116961678
"Lévis, Pierre-Marc-Gaston, duc de",2000,gnd,http://d-nb.info/gnd/119184826
"Levrault, Monsieur (Verleger)",5162,gnd,http://d-nb.info/gnd/116965649
"Leyen, Freiherr von der",4524,gnd,
"Leyen, Friedrich Heinrich von Friedrich, Freiherr von der (1769-1825)",3569,gnd,http://d-nb.info/gnd/136670946
"Leyen, Fritz von der",4584,gnd,
"Leyen, Gustav Heinrich von der (Sohn von Friedrich Heinrich)",3570,gnd,http://d-nb.info/gnd/1177194910
"Leyen, Henriette von der (Frau des 1825 verstorbenen Friedrich Heinrich)",4585,gnd,http://d-nb.info/gnd/1060810859
"Leyen, Mathilde von der (Ehefrau des Gustav Heinrich)",5907,gnd,
"Leykam, Herr von",5670,gnd,
"Liadières, Pierre-Chaumont",6139,gnd,http://d-nb.info/gnd/100850685
"Lichnowsky, Fürst von",5729,gnd,
"Lichtenstein, Martin Hinrich",3109,gnd,http://d-nb.info/gnd/100190014
"Lichtschlag, Herr (Onkel von Herrn Hermens aus Grevenbroich)",5060,gnd,
"Ligne, Eugène Ier François Charles Lamoral, prince de",6207,gnd,http://d-nb.info/gnd/117674796
"Lignitz, Dr. von",5694,gnd,
"Limbert, Herr (Arzt)",4914,gnd,
"Lindé, Robert",4025,gnd,
"Lindgens, Herr",6503,gnd,
"Linguet, Simon-Nicolas-Henri",3576,gnd,http://d-nb.info/gnd/11872844X
"Lisbonne, Monsieur (Porzellanmaler)",4966,gnd,
"Liszt, Fräulein (Sängerin aus Stuttgart)",6318,gnd,
"Livron, Madame",5362,gnd,
"Locke, John",2964,gnd,http://d-nb.info/gnd/118573748
"Lockroy, Edouard, eigentlich Edouard Simon",6288,gnd,http://d-nb.info/gnd/11739193X
"Lockroy, eigentlich Joseph-Philippe Simon",6261,gnd,http://d-nb.info/gnd/120820757
"Locquenghien, Élise von",4486,gnd,
"Locquenghien, Familie von",5514,gnd,
"Locquenghien, Fräulein von",4129,gnd,
"Locquenghien, Frau von",5558,gnd,
"Locquenghien, Herr von",5710,gnd,
"Locquenghien, Jacob Moritz von",2934,gnd,
"Locquenghien, Joséphine von, verh. de Witt",5709,gnd,
"Locquenghien, Judith Anna Maria von, geb. von Dorth",2183,gnd,
"Locquenghien, Leonore von",5523,gnd,
"Locquenghien, M. A. von [Tochter von Judith Anna Maria]",2742,gnd,
"Locquenghien, Odile von",5566,gnd,
"Locquenghien, Walburga von",6054,gnd,
"Loë, Frau von",5522,gnd,
"Loë, Herr von",5420,gnd,
"Loë, Therese von",3233,gnd,
"Löwe, Herr (deutscher Wissenschaftler)",6240,gnd,
"Löwenhielm, Carl Axel",6457,gnd,http://d-nb.info/gnd/1172012261
"Löwenhielm, Jacquette Gräfin",3556,gnd,
"Löwenich, Caroline von",6592,gnd,
"Löwenich, Frau von",5493,gnd,
"Löwenstein, Maria Prinzessin zu",5705,gnd,
"Loison, Aimée-Anne-Marguerite-Henriette, comtesse de, geb. Prous (Schwester von Henry Prous)",4625,gnd,
"Loison, Joseph-Jacques",5138,gnd,
"Loison, Louis Henri, comte de (Schwager von Prous)",4587,gnd,http://d-nb.info/gnd/128752491
"Lombard de Langres, Vincent",2947,gnd,http://d-nb.info/gnd/128577436
"Loménie de Brienne, Etienne-Charles de",3612,gnd,http://d-nb.info/gnd/11650823X
"Lommessem, Frau von",4340,gnd,
"Lommessem, Johann Wilhelm von",2838,gnd,
"London, Dr. (englischer Arzt)",6327,gnd,
"Lorent, Monsieur (Restaurator aus Gent)",4720,gnd,
"Lorin, Théodore",4475,gnd,
"Lormier (?), Monsieur (Dramatiker)",2283,gnd,
"Lottum, Baron von",4526,gnd,
"Louis IX, gen. Saint Louis",3156,gnd,http://d-nb.info/gnd/118729411
"Louis XI, König von Frankreich",3212,gnd,http://d-nb.info/gnd/118574930
"Louis XII, König von Frankreich",3012,gnd,http://d-nb.info/gnd/118780735
"Louis XIV, König von Frankreich",2464,gnd,http://d-nb.info/gnd/118816829
"Louis XV, König von Frankreich",2843,gnd,http://d-nb.info/gnd/118729438
"Louis XVI, König von Frankreich",3019,gnd,http://d-nb.info/gnd/118574949
"Louis XVIII, König von Frankreich",2577,gnd,http://d-nb.info/gnd/118780743
"Louis, Madame, geb. Morano",5311,gnd,
"Louis, Monsieur (Arzt)",5436,gnd,
"Louise d'Orléans, Königin von Belgien",2479,gnd,http://d-nb.info/gnd/12423464X
Louison (Hausangestellte von CdS in Paris),5985,gnd,
"Louis-Philippe Ier, König der Franzosen",3421,gnd,http://d-nb.info/gnd/11864064X
"Lourdoueix, Honoré de",2713,gnd,http://d-nb.info/gnd/124493785
"Louvel, Louis Pierre",2798,gnd,http://d-nb.info/gnd/1019747730
"Louvetier, Monsieur",6037,gnd,
"Lowe, Sir Hudson",6033,gnd,http://d-nb.info/gnd/119101262
"Loyarts, Madame",5864,gnd,
"Loyau de Lacy, E. d'Amboise, gen. Jonas",3392,gnd,http://d-nb.info/gnd/1225797268
"Loyson, Charles",2665,gnd,http://d-nb.info/gnd/117252360
"Loyvet, Anna",6360,gnd,
"Luce (de Lancival?), Monsieur",5645,gnd,
"Luce de Lancival, Jean-Charles-Julien",2245,gnd,http://d-nb.info/gnd/100298990
"Luck, Frau von",4864,gnd,
"Lucotte, Monsieur (Polizeikommissar)",4357,gnd,
"Lucretius Carus, Titus",2673,gnd,http://d-nb.info/gnd/118575236
"Ludwig I. von Baden, Großherzog",3606,gnd,http://d-nb.info/gnd/124485979
"Ludwig I., König von Bayern",2497,gnd,http://d-nb.info/gnd/118574884
"Lückenhof, Prof. [J. C.] (aus Münster)",6204,gnd,http://d-nb.info/gnd/117291854
"Lüdemann, Frau von",5812,gnd,http://d-nb.info/gnd/1036278085
"Lüder, Alwina",6593,gnd,
"Lüder, Angelika, verh. von Münchhausen",4389,gnd,
"Lüder, Frau (Tochter von Frau von Löwenich)",4374,gnd,
"Lüder, Frau (von?)",5845,gnd,
"Lützeler, Monsieur",5989,gnd,
"Luigny, général de",3817,gnd,
"Luigny, Madame de",3815,gnd,
"Luigny, Monsieur de",5699,gnd,
"Lully, Jean-Baptiste",3175,gnd,http://d-nb.info/gnd/118575287
"Luna Folliero, Cecilia de",5391,gnd,http://d-nb.info/gnd/120449447
"Luneau de Boisjermain, Pierre-Joseph-François",3409,gnd,http://d-nb.info/gnd/104209380
"Luther, Martin",3397,gnd,http://d-nb.info/gnd/115838139
"Luxburg, Gräfin von",6246,gnd,
"Macartney, George, 1st Earl Macartney",3859,gnd,http://d-nb.info/gnd/11899591X
"Macdonal(d), Mademoiselle",5178,gnd,
"Macdonald, Etienne, duc de Tarente, maréchal",4874,gnd,http://d-nb.info/gnd/118780999
"Mackau, Ange René Armand, baron de",6497,gnd,http://d-nb.info/gnd/11664429X
"Mackenzie, Henry",2957,gnd,http://d-nb.info/gnd/118981021
"Madier de Montjau, Joseph-Paulin",3035,gnd,http://d-nb.info/gnd/104224347
"Madrolle, [Antoine]",5549,gnd,http://d-nb.info/gnd/17224546X
"Magendie, François",6184,gnd,http://d-nb.info/gnd/117518603
"Magnitot, Mademoiselle Le Rat de",6063,gnd,
"Magnitot, Monsieur (Librettist)",5968,gnd,
"Maguier/Maguien, Monsieur (Partner von Pugnet)",5982,gnd,
"Mahmud II., Sultan des Osmanischen Reiches",3037,gnd,http://d-nb.info/gnd/124530877
"Mahul, [Alphonse]",4671,gnd,http://d-nb.info/gnd/123862965
"Maillard, Mademoiselle",3860,gnd,
"Maintenon, Françoise d'Aubigné, marquise de",2607,gnd,http://d-nb.info/gnd/118640798
"Maison, Eugène, vicomte (Sohn des Nicolas Joseph)",3162,gnd,
"Maison, Familie",3529,gnd,http://d-nb.info/gnd/143718703
"Maison, général, später maréchal Nicolas Joseph",4494,gnd,http://d-nb.info/gnd/119443759
"Maison, Joseph, vicomte (Sohn des Nicolas Joseph)",2857,gnd,http://d-nb.info/gnd/119443759
"Maison, Joséphine (Tochter des Nicolas Joseph, +1828/1829)",3374,gnd,
"Maison, Madame",4920,gnd,
"Maison, Madeleine, geb. Weydold (Ehefrau des Nicolas Joseph)",2100,gnd,
"Maison, Mademoiselle",4396,gnd,
"Maison, marquis de",4943,gnd,
"Maison, Monsieur",4925,gnd,
"Maison, Monsieur (Bruder des Nicolas Joseph)",4939,gnd,
"Maison, Monsieur (Sohn des Nicolas Joseph)",4354,gnd,
"Maison, vicomtesse (Schwiegertochter der Maisons)",3614,gnd,
"Maistre, Joseph de",3343,gnd,http://d-nb.info/gnd/118576542
"Maistre, Xavier de",2650,gnd,http://d-nb.info/gnd/118781340
Majois (Mutter),5375,gnd,
"Malebranche, Nicolas",2913,gnd,http://d-nb.info/gnd/118576682
"Malepeyre, Léopold",3420,gnd,http://d-nb.info/gnd/100518273
"Malesherbes, Chrétien-Guillaume de Lamoignon de",2826,gnd,http://d-nb.info/gnd/118781413
"Maleszewski, comtesse de",2330,gnd,
"Maleszewski, Piotr",2184,gnd,http://d-nb.info/gnd/1159129584
"Malet, général Claude-François",4963,gnd,http://d-nb.info/gnd/129162884
"Malinesote, Mademoiselle",5854,gnd,
"Mallerault, Monsieur",5291,gnd,
"Mallinkrodt, Frau von",3772,gnd,
"Mallinkrodt, Herr von",5848,gnd,
"Malo, Charles",2215,gnd,http://d-nb.info/gnd/117540927
"Malouet, Louis Antoine Victor",3551,gnd,
"Malpeyre / Malpeire, Monsieur (de?)",5340,gnd,
"Malte-Brun, Conrad",2003,gnd,http://d-nb.info/gnd/11754096X
"Maltitz, [Gotthilf August?] Freiherr von",2821,gnd,
"Malzan, Gräfin von",5728,gnd,
"Mancat/Mancut (?), Madame (Sängerin)",6665,gnd,
"Manfrey, Monsieur (Pianist)",5038,gnd,
"Mangianelli, Monsieur (? italienischer Mathematiker)",6463,gnd,
"Mangourit du Champ-Duguet, Michel-Ange",2186,gnd,http://d-nb.info/gnd/120249146
"Mangourit, Louise de",4008,gnd,
"Manné, Doktor (italienischer Arzt, Gelehrter, Reisender)",5265,gnd,
"Manson, Marie-Françoise-Clarisse Enjalran",2707,gnd,http://d-nb.info/gnd/12190752X
"Mante, Mademoiselle (Schauspielerin)",4604,gnd,
"Manuel, Jacques-Antoine",2993,gnd,http://d-nb.info/gnd/10422231X
"Maradan, Monsieur (Verleger)",4165,gnd,
"Marat, Jean Paul",3001,gnd,http://d-nb.info/gnd/118577441
"Marc Aurel, oder Marcus Aurelius, römischer Kaiser",2393,gnd,http://d-nb.info/gnd/118577468
"Marcassus de Puymaurin, Jean-Pierre",3379,gnd,http://d-nb.info/gnd/1090004427
"Marcellus, Marie-Louis Auguste de Martin du Tyrac, comte de",5548,gnd,http://d-nb.info/gnd/142066885
"Marchand, Louis Joseph",2785,gnd,http://d-nb.info/gnd/117544302
"Marchand, Monsieur (Künstler und Vizepräsident der Société des Beaux-arts)",6634,gnd,
"Marchangy, Louis Antoine François Émilien (Ehekandidat 1812 für Minette)",5343,gnd,http://d-nb.info/gnd/128410914
"Maréchal, Monsieur",5625,gnd,
"Maréchal, Sylvain",3021,gnd,http://d-nb.info/gnd/120753723
"Mareschal, Louis-Auguste",2754,gnd,http://d-nb.info/gnd/131828878
"Maret, Hugues-Bernard, duc de Bassano",4675,gnd,http://d-nb.info/gnd/116769211
"Maria Josepha von Sachsen, Königin von Spanien",3039,gnd,http://d-nb.info/gnd/1159130159
"Maria Theresia, Kaiserin von Österreich",2506,gnd,http://d-nb.info/gnd/118577867
Marianne (Kammerzofe),4164,gnd,
Marie (Schauspielerin),4598,gnd,
"Marie-Amélie, duchesse d'Orléans, später Königin der Franzosen, geb. princesse de Bourbon-Siciles",3461,gnd,http://d-nb.info/gnd/11878191X
"Marie-Louise von Österreich, Kaiserin der Franzosen, 2. Ehefrau von Napoléon I. Bonaparte",2306,gnd,http://d-nb.info/gnd/118577891
"Marie-Thérèse de France, duchesse d'Angoulême, später dauphine de France",3065,gnd,http://d-nb.info/gnd/142707007
"Marinier, Monsieur (Journalist oder Redakteur des ""Mercure"")",5696,gnd,
Marion (Hausangestellte),5591,gnd,
"Marler (?), Herr  (Hausangestellter in Dyck)",4023,gnd,
"Marmontel, Jean-François",2004,gnd,http://d-nb.info/gnd/118578073
"Marnier, Monsieur (Frankfurt)",3953,gnd,
"Maroto, General Rafael",6332,gnd,
"Marrast, Armand",2202,gnd,http://d-nb.info/gnd/116790393
"Marreau, Fanni",5235,gnd,
"Marron, Madame",4172,gnd,
"Marron, Paul-Henri",4209,gnd,http://d-nb.info/gnd/116790490
"Mars, Mademoiselle, eigentlich Anne-Françoise-Hippolyte Boutet",3695,gnd,http://d-nb.info/gnd/119062887
"Marsollier de Vivetières, Benoît-Joseph",5638,gnd,http://d-nb.info/gnd/100832083
"Martignac, Jean-Baptiste Gay, vicomte de",6161,gnd,http://d-nb.info/gnd/117552380
"Martigny (oder Martini?), Madame (italienische Gymnastiklehrerin)",6545,gnd,
"Martin, Aimé (eventuell gleich Aimé-Martin?)",4071,gnd,
"Martin, Auguste",2609,gnd,http://d-nb.info/gnd/1060082268
"Martin, Louis-Aimé (Siehe Aimé-Martin)",3490,gnd,http://d-nb.info/gnd/10430572X
"Martin, Monsieur (Anwalt Vrignels in Orléans)",4699,gnd,
"Martineau, Harriet",6067,gnd,http://d-nb.info/gnd/118578375
"Martinet, Madame",5110,gnd,
"Martínez de la Rosa, Francisco",6236,gnd,http://d-nb.info/gnd/118893750
"Martinez Marina, Francisco",3239,gnd,
"Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf",2005,gnd,http://d-nb.info/gnd/120252805
"Martini, Madame (?)",5237,gnd,
"Martini, Monsieur (Sohn des Komponisten)",6628,gnd,
"Martinville / Martinvillé (?), Monsieur",6155,gnd,
"Mascarille, marquis de",5244,gnd,
"Mascheroni, Lorenzo",3939,gnd,http://d-nb.info/gnd/117556890
"Masler, Herr (Siehe Mosler)",6639,gnd,
"Massart, Monsieur de",5792,gnd,
"Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829)",2424,gnd,
"Massenbach, Herr von",4704,gnd,
"Massias, Baron Nicolas",6456,gnd,http://d-nb.info/gnd/11683613X
"Massieu, Jean",3091,gnd,http://d-nb.info/gnd/117557080
"Masson, Mademoiselle (Schriftstellerin)",4228,gnd,
"Masson, Victor",6635,gnd,http://d-nb.info/gnd/107344399X
Materne (Gärtner),5577,gnd,
"Matès (oder Matthies?), Fräulein",5418,gnd,
"Matès (oder Matthies?), Frau",5417,gnd,
